what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270664767
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270669617
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270669978
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270795273
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1474270804981
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordNext",1474270810159
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordNext",1474270812044
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270814612
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270817611
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1474270822802
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270824180
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270840098
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270843308
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270867869
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1474270871246
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270872997
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270873794
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270874017
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474270914012
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.DebugLast",1474270929087
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1474270931640
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474270936154
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1474270947239
